full_name,year,month,total_spending,gender,zip,job,age
Aaron Clark,2020,7,1463.62,1,857,130,34
Aaron Clark,2020,8,1259.81,1,857,130,34
Aaron Clark,2020,9,1130.17,1,857,130,34
Aaron Clark,2020,10,1686.69,1,857,130,34
Aaron Clark,2020,11,1819.72,1,857,130,34
Aaron Clark,2020,12,2201.34,1,857,130,34
Aaron Clark,2021,1,1033.93,1,857,130,34
Aaron Clark,2021,2,873.19,1,857,130,34
Aaron Clark,2021,3,1768.77,1,857,130,34
Aaron Clark,2021,4,2012.89,1,857,130,34
Aaron Clark,2021,5,1811.55,1,857,130,34
Aaron Clark,2021,6,3091.25,1,857,130,34
Aaron Clark,2021,7,3253.0700000000006,1,857,130,34
Aaron Clark,2021,8,1198.96,1,857,130,34
Aaron Clark,2021,9,1053.29,1,857,130,34
Aaron Clark,2021,10,787.25,1,857,130,34
Aaron Clark,2021,11,866.25,1,857,130,34
Aaron Clark,2021,12,2393.42,1,857,130,34
Aaron Clark,2022,1,1736.38,1,857,130,34
Aaron Clark,2022,2,2433.34,1,857,130,34
Aaron Clark,2022,3,2432.62,1,857,130,34
Aaron Clark,2022,4,3402.56,1,857,130,34
Aaron Clark,2022,5,6298.89,1,857,130,34
Aaron Clark,2022,6,2020.49,1,857,130,34
Aaron Clark,2022,7,3776.17,1,857,130,34
Aaron Clark,2022,8,3544.37,1,857,130,34
Aaron Clark,2022,9,2427.12,1,857,130,34
Aaron Clark,2022,10,2414.2,1,857,130,34
Aaron Clark,2022,11,1244.23,1,857,130,34
Aaron Clark,2022,12,4257.78,1,857,130,34
Aaron Cox,2018,12,42.12,1,382,374,49
Aaron Cox,2019,1,5635.599999999999,1,382,374,49
Aaron Cox,2019,2,5654.8,1,382,374,49
Aaron Cox,2019,3,5237.49,1,382,374,49
Aaron Cox,2019,4,5574.9,1,382,374,49
Aaron Cox,2019,5,7155.85,1,382,374,49
Aaron Cox,2019,6,7850.7699999999995,1,382,374,49
Aaron Cox,2019,7,10332.57,1,382,374,49
Aaron Cox,2019,8,9603.32,1,382,374,49
Aaron Cox,2019,9,5770.23,1,382,374,49
Aaron Cox,2019,10,5103.65,1,382,374,49
Aaron Cox,2019,11,6495.35,1,382,374,49
Aaron Cox,2019,12,15453.63,1,382,374,49
Aaron Cox,2020,1,6512.7300000000005,1,382,374,49
Aaron Cox,2020,2,5929.25,1,382,374,49
Aaron Cox,2020,3,5438.67,1,382,374,49
Aaron Cox,2020,4,4597.66,1,382,374,49
Aaron Cox,2020,5,4421.34,1,382,374,49
Aaron Cox,2020,6,7645.76,1,382,374,49
Aaron Cox,2020,7,6065.88,1,382,374,49
Aaron Cox,2020,8,7071.12,1,382,374,49
Aaron Cox,2020,9,6994.19,1,382,374,49
Aaron Cox,2020,10,7010.12,1,382,374,49
Aaron Cox,2020,11,6925.19,1,382,374,49
Aaron Cox,2020,12,11792.53,1,382,374,49
Aaron Cox,2021,1,5176.16,1,382,374,49
Aaron Cox,2021,2,4173.84,1,382,374,49
Aaron Cox,2021,3,8563.24,1,382,374,49
Aaron Cox,2021,4,3964.02,1,382,374,49
Aaron Cox,2021,5,8830.07,1,382,374,49
Aaron Cox,2021,6,6829.32,1,382,374,49
Aaron Cox,2021,7,7143.91,1,382,374,49
Aaron Cox,2021,8,6717.47,1,382,374,49
Aaron Cox,2021,9,5499.79,1,382,374,49
Aaron Cox,2021,10,6921.74,1,382,374,49
Aaron Cox,2021,11,6484.71,1,382,374,49
Aaron Cox,2021,12,12552.95,1,382,374,49
Aaron Cox,2022,1,5830.92,1,382,374,49
Aaron Cox,2022,2,8728.289999999999,1,382,374,49
Aaron Cox,2022,3,11088.64,1,382,374,49
Aaron Cox,2022,4,15920.67,1,382,374,49
Aaron Cox,2022,5,13772.45,1,382,374,49
Aaron Cox,2022,6,17155.4,1,382,374,49
Aaron Cox,2022,7,20039.93,1,382,374,49
Aaron Cox,2022,8,16715.19,1,382,374,49
Aaron Cox,2022,9,9545.63,1,382,374,49
Aaron Cox,2022,10,13233.02,1,382,374,49
Aaron Cox,2022,11,14346.1,1,382,374,49
Aaron Cox,2022,12,22692.52,1,382,374,49
Aaron Duran,2018,12,39.93,1,86,188,19
Aaron Duran,2019,1,6246.88,1,86,188,19
Aaron Duran,2019,2,6576.39,1,86,188,19
Aaron Duran,2019,3,10752.89,1,86,188,19
Aaron Duran,2019,4,8966.48,1,86,188,19
Aaron Duran,2019,5,10503.15,1,86,188,19
Aaron Duran,2019,6,11948.61,1,86,188,19
Aaron Duran,2019,7,11072.039999999999,1,86,188,19
Aaron Duran,2019,8,12456.67,1,86,188,19
Aaron Duran,2019,9,8303.97,1,86,188,19
Aaron Duran,2019,10,9520.34,1,86,188,19
Aaron Duran,2019,11,9119.29,1,86,188,19
Aaron Duran,2019,12,13006.18,1,86,188,19
Aaron Duran,2020,1,4524.6900000000005,1,86,188,19
Aaron Duran,2020,2,3565.1,1,86,188,19
Aaron Duran,2020,3,7767.82,1,86,188,19
Aaron Duran,2020,4,9801.73,1,86,188,19
Aaron Duran,2020,5,6777.57,1,86,188,19
Aaron Duran,2020,6,10464.28,1,86,188,19
Aaron Duran,2020,7,9340.14,1,86,188,19
Aaron Duran,2020,8,20075.84,1,86,188,19
Aaron Duran,2020,9,5429.8,1,86,188,19
Aaron Duran,2020,10,6129.44,1,86,188,19
Aaron Duran,2020,11,6431.4,1,86,188,19
Aaron Duran,2020,12,18686.89,1,86,188,19
Aaron Duran,2021,1,4669.4800000000005,1,86,188,19
Aaron Duran,2021,2,6809.900000000001,1,86,188,19
Aaron Duran,2021,3,6852.66,1,86,188,19
Aaron Duran,2021,4,11238.94,1,86,188,19
Aaron Duran,2021,5,14394.82,1,86,188,19
Aaron Duran,2021,6,12670.39,1,86,188,19
Aaron Duran,2021,7,10351.53,1,86,188,19
Aaron Duran,2021,8,13329.89,1,86,188,19
Aaron Duran,2021,9,9014.71,1,86,188,19
Aaron Duran,2021,10,7904.71,1,86,188,19
Aaron Duran,2021,11,5489.5,1,86,188,19
Aaron Duran,2021,12,13663.43,1,86,188,19
Aaron Duran,2022,1,8864.28,1,86,188,19
Aaron Duran,2022,2,8586.92,1,86,188,19
Aaron Duran,2022,3,9538.61,1,86,188,19
Aaron Duran,2022,4,13210.82,1,86,188,19
Aaron Duran,2022,5,12623.69,1,86,188,19
Aaron Duran,2022,6,11243.73,1,86,188,19
Aaron Duran,2022,7,14202.27,1,86,188,19
Aaron Duran,2022,8,14223.52,1,86,188,19
Aaron Duran,2022,9,9461.89,1,86,188,19
Aaron Duran,2022,10,11014.44,1,86,188,19
Aaron Duran,2022,11,9042.8,1,86,188,19
Aaron Duran,2022,12,22311.899999999998,1,86,188,19
Aaron Thompson,2019,1,6613.6,1,434,412,37
Aaron Thompson,2019,2,6248.59,1,434,412,37
Aaron Thompson,2019,3,7704.12,1,434,412,37
Aaron Thompson,2019,4,8676.17,1,434,412,37
Aaron Thompson,2019,5,9445.34,1,434,412,37
Aaron Thompson,2019,6,8934.47,1,434,412,37
Aaron Thompson,2019,7,10402.77,1,434,412,37
Aaron Thompson,2019,8,10391.289999999999,1,434,412,37
Aaron Thompson,2019,9,6722.93,1,434,412,37
Aaron Thompson,2019,10,7052.95,1,434,412,37
Aaron Thompson,2019,11,9791.56,1,434,412,37
Aaron Thompson,2019,12,17065.35,1,434,412,37
Aaron Thompson,2020,1,5926.53,1,434,412,37
Aaron Thompson,2020,2,6850.12,1,434,412,37
Aaron Thompson,2020,3,8629.54,1,434,412,37
Aaron Thompson,2020,4,7780.78,1,434,412,37
Aaron Thompson,2020,5,8482.22,1,434,412,37
Aaron Thompson,2020,6,6774.01,1,434,412,37
Aaron Thompson,2020,7,5832.16,1,434,412,37
Aaron Thompson,2020,8,9586.9,1,434,412,37
Aaron Thompson,2020,9,6120.49,1,434,412,37
Aaron Thompson,2020,10,6989.45,1,434,412,37
Aaron Thompson,2020,11,6322.03,1,434,412,37
Aaron Thompson,2020,12,16186.12,1,434,412,37
Aaron Thompson,2021,1,4416.08,1,434,412,37
Aaron Thompson,2021,2,5402.43,1,434,412,37
Aaron Thompson,2021,3,6145.62,1,434,412,37
Aaron Thompson,2021,4,7550.47,1,434,412,37
Aaron Thompson,2021,5,9070.32,1,434,412,37
Aaron Thompson,2021,6,8408.22,1,434,412,37
Aaron Thompson,2021,7,8613.35,1,434,412,37
Aaron Thompson,2021,8,8778.289999999999,1,434,412,37
Aaron Thompson,2021,9,6541.06,1,434,412,37
Aaron Thompson,2021,10,8075.41,1,434,412,37
Aaron Thompson,2021,11,7263.74,1,434,412,37
Aaron Thompson,2021,12,16231.15,1,434,412,37
Aaron Thompson,2022,1,12837.5,1,434,412,37
Aaron Thompson,2022,2,10158.44,1,434,412,37
Aaron Thompson,2022,3,15665.64,1,434,412,37
Aaron Thompson,2022,4,18335.39,1,434,412,37
Aaron Thompson,2022,5,19348.34,1,434,412,37
Aaron Thompson,2022,6,17529.59,1,434,412,37
Aaron Thompson,2022,7,22997.42,1,434,412,37
Aaron Thompson,2022,8,35508.58,1,434,412,37
Aaron Thompson,2022,9,12920.73,1,434,412,37
Aaron Thompson,2022,10,16970.95,1,434,412,37
Aaron Thompson,2022,11,12713.91,1,434,412,37
Aaron Thompson,2022,12,32855.55,1,434,412,37
Adam Alexander,2019,1,3743.7,1,601,253,42
Adam Alexander,2019,2,3200.85,1,601,253,42
Adam Alexander,2019,3,4575.75,1,601,253,42
Adam Alexander,2019,4,5913.9,1,601,253,42
Adam Alexander,2019,5,5202.78,1,601,253,42
Adam Alexander,2019,6,5099.78,1,601,253,42
Adam Alexander,2019,7,6294.01,1,601,253,42
Adam Alexander,2019,8,5969.04,1,601,253,42
Adam Alexander,2019,9,4299.56,1,601,253,42
Adam Alexander,2019,10,5648.2,1,601,253,42
Adam Alexander,2019,11,5964.57,1,601,253,42
Adam Alexander,2019,12,11578.72,1,601,253,42
Adam Alexander,2020,1,2992.0,1,601,253,42
Adam Alexander,2020,2,3800.93,1,601,253,42
Adam Alexander,2020,3,4576.44,1,601,253,42
Adam Alexander,2020,4,2902.61,1,601,253,42
Adam Alexander,2020,5,3840.28,1,601,253,42
Adam Alexander,2020,6,4897.46,1,601,253,42
Adam Alexander,2020,7,5331.07,1,601,253,42
Adam Alexander,2020,8,6885.23,1,601,253,42
Adam Alexander,2020,9,4021.2,1,601,253,42
Adam Alexander,2020,10,3432.9,1,601,253,42
Adam Alexander,2020,11,4448.06,1,601,253,42
Adam Alexander,2020,12,13028.86,1,601,253,42
Adam Alexander,2021,1,3117.15,1,601,253,42
Adam Alexander,2021,2,4427.43,1,601,253,42
Adam Alexander,2021,3,3159.37,1,601,253,42
Adam Alexander,2021,4,3043.1,1,601,253,42
Adam Alexander,2021,5,3247.77,1,601,253,42
Adam Alexander,2021,6,9296.039999999999,1,601,253,42
Adam Alexander,2021,7,6590.28,1,601,253,42
Adam Alexander,2021,8,6024.09,1,601,253,42
Adam Alexander,2021,9,3078.1,1,601,253,42
Adam Alexander,2021,10,4702.6900000000005,1,601,253,42
Adam Alexander,2021,11,2738.67,1,601,253,42
Adam Alexander,2021,12,9489.15,1,601,253,42
Adam Alexander,2022,1,8675.01,1,601,253,42
Adam Alexander,2022,2,8119.8,1,601,253,42
Adam Alexander,2022,3,11835.13,1,601,253,42
Adam Alexander,2022,4,15378.94,1,601,253,42
Adam Alexander,2022,5,10104.33,1,601,253,42
Adam Alexander,2022,6,12840.779999999999,1,601,253,42
Adam Alexander,2022,7,14404.28,1,601,253,42
Adam Alexander,2022,8,12594.67,1,601,253,42
Adam Alexander,2022,9,9432.99,1,601,253,42
Adam Alexander,2022,10,19706.45,1,601,253,42
Adam Alexander,2022,11,11883.35,1,601,253,42
Adam Alexander,2022,12,20055.83,1,601,253,42
Adam Espinoza,2018,12,59.529999999999994,1,896,300,58
Adam Espinoza,2019,1,4037.04,1,896,300,58
Adam Espinoza,2019,2,3016.95,1,896,300,58
Adam Espinoza,2019,3,3867.54,1,896,300,58
Adam Espinoza,2019,4,5202.46,1,896,300,58
Adam Espinoza,2019,5,2791.45,1,896,300,58
Adam Espinoza,2019,6,3581.76,1,896,300,58
Adam Espinoza,2019,7,6734.759999999999,1,896,300,58
Adam Espinoza,2019,8,4566.64,1,896,300,58
Adam Espinoza,2019,9,4050.41,1,896,300,58
Adam Espinoza,2019,10,4390.3099999999995,1,896,300,58
Adam Espinoza,2019,11,4398.1,1,896,300,58
Adam Espinoza,2019,12,5959.9,1,896,300,58
Adam Espinoza,2020,1,1491.3799999999999,1,896,300,58
Adam Espinoza,2020,2,2484.38,1,896,300,58
Adam Espinoza,2020,3,2636.89,1,896,300,58
Adam Espinoza,2020,4,2886.15,1,896,300,58
Adam Espinoza,2020,5,3940.19,1,896,300,58
Adam Espinoza,2020,6,4833.6,1,896,300,58
Adam Espinoza,2020,7,5584.65,1,896,300,58
Adam Espinoza,2020,8,3467.74,1,896,300,58
Adam Espinoza,2020,9,2804.87,1,896,300,58
Adam Espinoza,2020,10,3199.66,1,896,300,58
Adam Espinoza,2020,11,3977.13,1,896,300,58
Adam Espinoza,2020,12,7923.62,1,896,300,58
Adam Espinoza,2021,1,2693.84,1,896,300,58
Adam Espinoza,2021,2,2801.09,1,896,300,58
Adam Espinoza,2021,3,2930.91,1,896,300,58
Adam Espinoza,2021,4,3752.13,1,896,300,58
Adam Espinoza,2021,5,3605.61,1,896,300,58
Adam Espinoza,2021,6,3576.34,1,896,300,58
Adam Espinoza,2021,7,4362.05,1,896,300,58
Adam Espinoza,2021,8,3097.44,1,896,300,58
Adam Espinoza,2021,9,3927.15,1,896,300,58
Adam Espinoza,2021,10,2441.02,1,896,300,58
Adam Espinoza,2021,11,2812.76,1,896,300,58
Adam Espinoza,2021,12,4991.59,1,896,300,58
Adam Espinoza,2022,1,6834.04,1,896,300,58
Adam Espinoza,2022,2,2523.19,1,896,300,58
Adam Espinoza,2022,3,2981.9300000000003,1,896,300,58
Adam Espinoza,2022,4,2868.61,1,896,300,58
Adam Espinoza,2022,5,3313.1,1,896,300,58
Adam Espinoza,2022,6,3573.45,1,896,300,58
Adam Espinoza,2022,7,3387.92,1,896,300,58
Adam Espinoza,2022,8,4176.94,1,896,300,58
Adam Espinoza,2022,9,3274.06,1,896,300,58
Adam Espinoza,2022,10,3156.09,1,896,300,58
Adam Espinoza,2022,11,3008.05,1,896,300,58
Adam Espinoza,2022,12,10869.37,1,896,300,58
Adam Farley,2019,1,3268.76,1,788,465,36
Adam Farley,2019,2,2042.18,1,788,465,36
Adam Farley,2019,3,3994.26,1,788,465,36
Adam Farley,2019,4,3320.89,1,788,465,36
Adam Farley,2019,5,4402.55,1,788,465,36
Adam Farley,2019,6,4284.84,1,788,465,36
Adam Farley,2019,7,2899.16,1,788,465,36
Adam Farley,2019,8,3068.84,1,788,465,36
Adam Farley,2019,9,3181.36,1,788,465,36
Adam Farley,2019,10,3654.47,1,788,465,36
Adam Farley,2019,11,2964.87,1,788,465,36
Adam Farley,2019,12,8599.130000000001,1,788,465,36
Adam Farley,2020,1,2112.2,1,788,465,36
Adam Farley,2020,2,3444.0899999999997,1,788,465,36
Adam Farley,2020,3,3122.44,1,788,465,36
Adam Farley,2020,4,2814.09,1,788,465,36
Adam Farley,2020,5,3227.31,1,788,465,36
Adam Farley,2020,6,7654.5599999999995,1,788,465,36
Adam Farley,2020,7,2757.04,1,788,465,36
Adam Farley,2020,8,3622.2799999999997,1,788,465,36
Adam Farley,2020,9,3560.91,1,788,465,36
Adam Farley,2020,10,2676.3199999999997,1,788,465,36
Adam Farley,2020,11,2821.21,1,788,465,36
Adam Farley,2020,12,6017.75,1,788,465,36
Adam Farley,2021,1,3891.46,1,788,465,36
Adam Farley,2021,2,1442.67,1,788,465,36
Adam Farley,2021,3,2767.24,1,788,465,36
Adam Farley,2021,4,2339.39,1,788,465,36
Adam Farley,2021,5,5155.68,1,788,465,36
Adam Farley,2021,6,3376.46,1,788,465,36
Adam Farley,2021,7,4577.46,1,788,465,36
Adam Farley,2021,8,5659.54,1,788,465,36
Adam Farley,2021,9,1523.17,1,788,465,36
Adam Farley,2021,10,2376.53,1,788,465,36
Adam Farley,2021,11,1897.82,1,788,465,36
Adam Farley,2021,12,10910.71,1,788,465,36
Adam Farley,2022,1,6713.77,1,788,465,36
Adam Farley,2022,2,6337.91,1,788,465,36
Adam Farley,2022,3,10714.55,1,788,465,36
Adam Farley,2022,4,11124.16,1,788,465,36
Adam Farley,2022,5,11247.52,1,788,465,36
Adam Farley,2022,6,12423.31,1,788,465,36
Adam Farley,2022,7,12593.64,1,788,465,36
Adam Farley,2022,8,17516.53,1,788,465,36
Adam Farley,2022,9,9433.44,1,788,465,36
Adam Farley,2022,10,11388.7,1,788,465,36
Adam Farley,2022,11,15318.460000000001,1,788,465,36
Adam Farley,2022,12,24711.670000000002,1,788,465,36
Adam Gentry,2019,1,3404.66,1,543,59,65
Adam Gentry,2019,2,2981.44,1,543,59,65
Adam Gentry,2019,3,4267.47,1,543,59,65
Adam Gentry,2019,4,7688.99,1,543,59,65
Adam Gentry,2019,5,4898.349999999999,1,543,59,65
Adam Gentry,2019,6,4356.36,1,543,59,65
Adam Gentry,2019,7,4817.599999999999,1,543,59,65
Adam Gentry,2019,8,5255.58,1,543,59,65
Adam Gentry,2019,9,3118.11,1,543,59,65
Adam Gentry,2019,10,3651.71,1,543,59,65
Adam Gentry,2019,11,4786.55,1,543,59,65
Adam Gentry,2019,12,6999.45,1,543,59,65
Adam Gentry,2020,1,2135.3,1,543,59,65
Adam Gentry,2020,2,2499.58,1,543,59,65
Adam Gentry,2020,3,4080.2799999999997,1,543,59,65
Adam Gentry,2020,4,3509.05,1,543,59,65
Adam Gentry,2020,5,2765.92,1,543,59,65
Adam Gentry,2020,6,5493.72,1,543,59,65
Adam Gentry,2020,7,7775.22,1,543,59,65
Adam Gentry,2020,8,3720.2799999999997,1,543,59,65
Adam Gentry,2020,9,4155.49,1,543,59,65
Adam Gentry,2020,10,4069.76,1,543,59,65
Adam Gentry,2020,11,6115.6,1,543,59,65
Adam Gentry,2020,12,6233.19,1,543,59,65
Adam Gentry,2021,1,3096.13,1,543,59,65
Adam Gentry,2021,2,3249.4399999999996,1,543,59,65
Adam Gentry,2021,3,2268.29,1,543,59,65
Adam Gentry,2021,4,2890.41,1,543,59,65
Adam Gentry,2021,5,3519.74,1,543,59,65
Adam Gentry,2021,6,3107.37,1,543,59,65
Adam Gentry,2021,7,4182.14,1,543,59,65
Adam Gentry,2021,8,4406.67,1,543,59,65
Adam Gentry,2021,9,2812.38,1,543,59,65
Adam Gentry,2021,10,2962.94,1,543,59,65
Adam Gentry,2021,11,3270.93,1,543,59,65
Adam Gentry,2021,12,5069.58,1,543,59,65
Adam Gentry,2022,1,6036.05,1,543,59,65
Adam Gentry,2022,2,3672.21,1,543,59,65
Adam Gentry,2022,3,3601.79,1,543,59,65
Adam Gentry,2022,4,5187.6900000000005,1,543,59,65
Adam Gentry,2022,5,6303.42,1,543,59,65
Adam Gentry,2022,6,4261.21,1,543,59,65
Adam Gentry,2022,7,7557.81,1,543,59,65
Adam Gentry,2022,8,4927.5,1,543,59,65
Adam Gentry,2022,9,4684.84,1,543,59,65
Adam Gentry,2022,10,4731.82,1,543,59,65
Adam Gentry,2022,11,4997.71,1,543,59,65
Adam Gentry,2022,12,9397.55,1,543,59,65
Adam Jones,2021,3,5478.46,1,889,134,59
Adam Jones,2022,1,7817.5,1,889,134,59
Adam Jones,2022,2,4422.62,1,889,134,59
Adam Jones,2022,3,7251.63,1,889,134,59
Adam Jones,2022,4,4262.58,1,889,134,59
Adam Jones,2022,5,5265.44,1,889,134,59
Adam Jones,2022,6,6194.99,1,889,134,59
Adam Jones,2022,7,7200.65,1,889,134,59
Adam Jones,2022,8,7187.0,1,889,134,59
Adam Jones,2022,9,5081.93,1,889,134,59
Adam Jones,2022,10,4519.63,1,889,134,59
Adam Jones,2022,11,3998.33,1,889,134,59
Adam Jones,2022,12,10307.75,1,889,134,59
Adrienne Burton,2019,1,3318.39,0,444,217,29
Adrienne Burton,2019,2,1524.28,0,444,217,29
Adrienne Burton,2019,3,2024.52,0,444,217,29
Adrienne Burton,2019,4,3228.67,0,444,217,29
Adrienne Burton,2019,5,4577.61,0,444,217,29
Adrienne Burton,2019,6,2874.52,0,444,217,29
Adrienne Burton,2019,7,2892.7,0,444,217,29
Adrienne Burton,2019,8,2827.19,0,444,217,29
Adrienne Burton,2019,9,2073.11,0,444,217,29
Adrienne Burton,2019,10,3751.02,0,444,217,29
Adrienne Burton,2019,11,3313.4700000000003,0,444,217,29
Adrienne Burton,2019,12,7420.33,0,444,217,29
Adrienne Burton,2020,1,2118.18,0,444,217,29
Adrienne Burton,2020,2,4339.2,0,444,217,29
Adrienne Burton,2020,3,3387.7200000000003,0,444,217,29
Adrienne Burton,2020,4,2303.34,0,444,217,29
Adrienne Burton,2020,5,2401.61,0,444,217,29
Adrienne Burton,2020,6,1311.3,0,444,217,29
Adrienne Burton,2020,7,2480.42,0,444,217,29
Adrienne Burton,2020,8,2536.43,0,444,217,29
Adrienne Burton,2020,9,1438.3600000000001,0,444,217,29
Adrienne Burton,2020,10,1638.68,0,444,217,29
Adrienne Burton,2020,11,1185.66,0,444,217,29
Adrienne Burton,2020,12,4556.09,0,444,217,29
Adrienne Burton,2021,1,2002.16,0,444,217,29
Adrienne Burton,2021,2,1674.43,0,444,217,29
Adrienne Burton,2021,3,1977.42,0,444,217,29
Adrienne Burton,2021,4,1923.99,0,444,217,29
Adrienne Burton,2021,5,3344.66,0,444,217,29
Adrienne Burton,2021,6,2285.62,0,444,217,29
Adrienne Burton,2021,7,2640.0,0,444,217,29
Adrienne Burton,2021,8,2524.48,0,444,217,29
Adrienne Burton,2021,9,1671.51,0,444,217,29
Adrienne Burton,2021,10,1376.65,0,444,217,29
Adrienne Burton,2021,11,3096.25,0,444,217,29
Adrienne Burton,2021,12,4930.67,0,444,217,29
Adrienne Burton,2022,1,11944.23,0,444,217,29
Adrienne Burton,2022,2,8946.55,0,444,217,29
Adrienne Burton,2022,3,18696.44,0,444,217,29
Adrienne Burton,2022,4,18181.05,0,444,217,29
Adrienne Burton,2022,5,15990.61,0,444,217,29
Adrienne Burton,2022,6,13078.65,0,444,217,29
Adrienne Burton,2022,7,14010.67,0,444,217,29
Adrienne Burton,2022,8,14963.69,0,444,217,29
Adrienne Burton,2022,9,9566.32,0,444,217,29
Adrienne Burton,2022,10,10885.81,0,444,217,29
Adrienne Burton,2022,11,12410.07,0,444,217,29
Adrienne Burton,2022,12,23548.17,0,444,217,29
Alan Holt,2018,12,27.0,1,804,440,28
Alan Holt,2019,1,4693.0599999999995,1,804,440,28
Alan Holt,2019,2,6410.17,1,804,440,28
Alan Holt,2019,3,4504.86,1,804,440,28
Alan Holt,2019,4,4675.01,1,804,440,28
Alan Holt,2019,5,6369.78,1,804,440,28
Alan Holt,2019,6,5769.69,1,804,440,28
Alan Holt,2019,7,6311.71,1,804,440,28
Alan Holt,2019,8,7309.47,1,804,440,28
Alan Holt,2019,9,4634.23,1,804,440,28
Alan Holt,2019,10,4313.41,1,804,440,28
Alan Holt,2019,11,5042.89,1,804,440,28
Alan Holt,2019,12,9388.38,1,804,440,28
Alan Holt,2020,1,3985.98,1,804,440,28
Alan Holt,2020,2,3371.63,1,804,440,28
Alan Holt,2020,3,5061.64,1,804,440,28
Alan Holt,2020,4,5155.62,1,804,440,28
Alan Holt,2020,5,6349.9800000000005,1,804,440,28
Alan Holt,2020,6,5540.04,1,804,440,28
Alan Holt,2020,7,9376.02,1,804,440,28
Alan Holt,2020,8,4230.65,1,804,440,28
Alan Holt,2020,9,5252.2,1,804,440,28
Alan Holt,2020,10,3926.66,1,804,440,28
Alan Holt,2020,11,2744.07,1,804,440,28
Alan Holt,2020,12,8487.66,1,804,440,28
Alan Holt,2021,1,3787.75,1,804,440,28
Alan Holt,2021,2,2991.32,1,804,440,28
Alan Holt,2021,3,4606.36,1,804,440,28
Alan Holt,2021,4,2814.06,1,804,440,28
Alan Holt,2021,5,3158.92,1,804,440,28
Alan Holt,2021,6,4353.32,1,804,440,28
